score,n_neigbors,scaler_type,selector_name,percentile_value,reductor_type,n_features_reduction
0.4186666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4186666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,30,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,30,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,31,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,31,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,30,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,30,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,31,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,31,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,12,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4186666666666666,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,13,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4186666666666666,18,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,18,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,18,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4186666666666666,18,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4186666666666666,18,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,21,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4186666666666666,18,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,22,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4186666666666666,19,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,21,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4186666666666666,19,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,21,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4186666666666666,19,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,22,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4186666666666666,19,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,22,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.416,6,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,19,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.416,6,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,20,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.416,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.416,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.416,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.416,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.416,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,32,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,3.0
0.416,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,33,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,3.0
0.416,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,34,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,3.0
0.416,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,12,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.416,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,13,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.416,16,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.416,16,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.416,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,37,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,37,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,38,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,38,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,30,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,30,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,31,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.416,17,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,31,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333334,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333334,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333334,6,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,19,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4133333333333334,6,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,20,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4133333333333334,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333334,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333334,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,19,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333334,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,19,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4133333333333334,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,20,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333334,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,20,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4133333333333334,18,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,21,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4133333333333334,18,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,22,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4133333333333334,19,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,32,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333334,19,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,33,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333334,19,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,34,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333333,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333333,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333333,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4133333333333333,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333333,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4133333333333333,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333333,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,12,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4133333333333333,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,12,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333333,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,13,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4133333333333333,15,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,13,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333333,16,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333333,16,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333333,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4133333333333333,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333333,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4133333333333333,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4133333333333333,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333333,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333333,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333333,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4133333333333333,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4133333333333333,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666667,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666667,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666667,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666667,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666667,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666667,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666667,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666667,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,5,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,6,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,6,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,6,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,6,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,8,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,19,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,8,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,20,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,19,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,20,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,9,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,9,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,9,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,19,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,20,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,19,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4106666666666666,9,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,20,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,4.0
0.4106666666666666,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,11,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,12,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,14,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4106666666666666,12,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,15,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4106666666666666,16,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,16,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,16,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.4106666666666666,16,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.4106666666666666,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,17,<class 'sklearn.preprocessing._data.MinMaxScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,17,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,35,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,17,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,36,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,18,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.4106666666666666,18,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,21,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4106666666666666,18,<class 'sklearn.preprocessing._data.RobustScaler'>,percentile,22,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,4.0
0.4106666666666666,19,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,32,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,19,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,33,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.4106666666666666,19,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,34,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.408,4,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.408,4,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.408,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.408,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.408,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.408,5,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.408,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.408,5,<class 'sklearn.preprocessing._data.MaxAbsScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.408,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,30,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.408,7,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,31,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,26,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,5.0
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,27,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,5.0
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,28,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._incremental_pca.IncrementalPCA'>,
0.408,8,<class 'sklearn.preprocessing._data.StandardScaler'>,percentile,29,<class 'sklearn.decomposition._kernel_pca.KernelPCA'>,
